Name  BindingEnergy(kcal/mol)
Pd_4.12  -25.04
Pd_4.13  -24.11
Pd_4.14  -24.74
Pd_41.41  -45.93
Pd_41.42  -55.13
Pd_41.43  -45.50
Pd_41.44  -50.44
Pd_41.45  -48.57
Pd_41.46  -45.64
Pd_41.47  -46.48
Pd_41.48  -52.82
Pd_41.49  -50.54
Pd_4.15  -17.87
Pd_41.50  -45.80
Pd_41.51  -45.28
Pd_41.52  -44.48
Pd_41.53  -46.35
Pd_41.54  -47.71
Pd_41.55  -45.26
Pd_41.56  -45.71
Pd_41.57  -44.21
Pd_41.58  -45.84
Pd_41.59  -45.85
Pd_41.60  -44.20
Pd_41.61  -41.63
Pd_41.62  -46.24
Pd_41.63  -47.07
Pd_41.64  -46.98
Pd_41.65  -46.35
Pd_41.66  -43.77
Pd_41.67  -46.70
Pd_41.68  -37.44
Pd_41.69  -46.35
Pd_4.17  -22.40
Pd_41.70  -44.00
Pd_41.71  -28.81
Pd_4.18  -14.89
Pd_4.19  -27.55
Pd_4.20  -26.56
Pd_4.21  -19.36
Pd_4.22  -12.07
Pd_4.23  -11.75
Pd_4.24  -16.49
Pd_42.42  -53.50
Pd_42.43  -47.72
Pd_42.44  -49.98
Pd_42.45  -52.04
Pd_42.46  -50.76
Pd_42.47  -51.40
Pd_42.48  -51.70
Pd_42.49  -52.59
Pd_4.25  -18.50
Pd_42.50  -46.51
Pd_42.51  -45.51
Pd_42.52  -45.67
Pd_42.53  -46.17
Pd_42.54  -45.37
Pd_42.55  -45.91
Pd_42.56  -46.48
Pd_42.57  -45.82
Pd_42.58  -46.76
Pd_42.59  -46.97
Pd_4.26  -22.94
Pd_42.60  -47.78
Pd_42.61  -47.58
Pd_42.62  -47.50
Pd_42.63  -48.24
Pd_42.64  -49.09
Pd_42.65  -49.42
Pd_42.66  -44.09
Pd_42.67  -47.05
Pd_42.68  -46.70
Pd_42.69  -47.83
Pd_4.27  -21.87
Pd_42.70  -48.05
Pd_42.71  -28.73
Pd_4.28  -20.54
Pd_4.29  -32.00
Pd_4.30  -8.08
Pd_4.31  -19.34
Pd_4.32  -31.41
Pd_4.33  -31.47
Pd_4.34  -34.86
Pd_43.43  -39.59
Pd_43.44  -41.74
Pd_43.45  -45.55
Pd_43.46  -41.48
Pd_43.47  -42.77
Pd_43.48  -44.65
Pd_43.49  -43.66
Pd_4.35  -25.25
Pd_43.50  -40.81
Pd_43.51  -39.64
Pd_43.52  -40.33
Pd_43.53  -39.98
Pd_43.54  -41.10
Pd_43.55  -39.68
Pd_43.56  -40.04
Pd_43.57  -41.25
Pd_43.58  -41.00
Pd_43.59  -41.14
Pd_4.36  -31.13
Pd_43.60  -42.28
Pd_43.61  -40.28
Pd_43.62  -41.77
Pd_43.63  -42.38
Pd_43.64  -42.74
Pd_43.65  -43.24
Pd_43.66  -37.85
Pd_43.67  -41.60
Pd_43.68  -40.61
Pd_43.69  -42.01
Pd_4.37  -27.26
Pd_43.70  -42.83
Pd_43.71  -21.17
Pd_4.38  -33.43
Pd_4.39  -32.10
Pd_4.4  -11.29
Pd_4.40  -34.73
Pd_4.41  -27.69
Pd_4.42  -34.37
Pd_4.43  -30.07
Pd_4.44  -31.73
Pd_44.44  -43.84
Pd_44.45  -45.04
Pd_44.46  -47.73
Pd_44.47  -45.36
Pd_44.48  -46.38
Pd_44.49  -45.54
Pd_4.45  -30.28
Pd_44.50  -42.77
Pd_44.51  -42.17
Pd_44.52  -42.10
Pd_44.53  -42.38
Pd_44.54  -43.79
Pd_44.55  -41.98
Pd_44.56  -43.04
Pd_44.57  -44.24
Pd_44.58  -43.36
Pd_44.59  -43.55
Pd_4.46  -28.30
Pd_44.60  -44.71
Pd_44.61  -42.80
Pd_44.62  -43.61
Pd_44.63  -44.02
Pd_44.64  -45.89
Pd_44.65  -46.27
Pd_44.66  -40.40
Pd_44.67  -45.24
Pd_44.68  -42.98
Pd_44.69  -44.43
Pd_4.47  -27.80
Pd_44.70  -46.46
Pd_44.71  -22.64
Pd_4.48  -33.67
Pd_4.49  -34.31
Pd_4.5  -18.25
Pd_4.50  -24.72
Pd_4.51  -25.36
Pd_4.52  -26.92
Pd_4.53  -24.45
Pd_4.54  -25.79
Pd_45.45  -51.35
Pd_45.46  -45.83
Pd_45.47  -43.18
Pd_45.48  -48.01
Pd_45.49  -47.41
Pd_4.55  -24.46
Pd_45.50  -49.47
Pd_45.51  -53.55
Pd_45.52  -49.83
Pd_45.53  -51.89
Pd_45.54  -44.90
Pd_45.55  -48.50
Pd_45.56  -49.65
Pd_45.57  -48.27
Pd_45.58  -49.93
Pd_45.59  -50.26
Pd_4.56  -23.51
Pd_45.60  -44.50
Pd_45.61  -46.76
Pd_45.62  -48.15
Pd_45.63  -48.87
Pd_45.64  -46.52
Pd_45.65  -43.93
Pd_45.66  -43.57
Pd_45.67  -46.99
Pd_45.68  -45.81
Pd_45.69  -46.39
Pd_4.57  -25.39
Pd_45.70  -41.99
Pd_45.71  -24.17
Pd_4.58  -25.25
Pd_4.59  -24.96
Pd_4.6  -21.65
Pd_4.60  -26.79
Pd_4.61  -23.44
Pd_4.62  -23.96
Pd_4.63  -25.79
Pd_4.64  -27.57
Pd_46.46  -44.28
Pd_46.47  -45.10
Pd_46.48  -53.39
Pd_46.49  -47.06
Pd_4.65  -27.98
Pd_46.50  -45.50
Pd_46.51  -40.12
Pd_46.52  -53.45
Pd_46.53  -47.60
Pd_46.54  -42.96
Pd_46.55  -49.99
Pd_46.56  -45.54
Pd_46.57  -44.39
Pd_46.58  -42.74
Pd_46.59  -43.60
Pd_4.66  -23.25
Pd_46.60  -40.65
Pd_46.61  -49.45
Pd_46.62  -48.49
Pd_46.63  -44.06
Pd_46.64  -43.76
Pd_46.65  -45.00
Pd_46.66  -45.32
Pd_46.67  -43.42
Pd_46.68  -54.40
Pd_46.69  -44.28
Pd_4.67  -27.11
Pd_46.70  -45.61
Pd_46.71  -22.88
Pd_4.68  -27.13
Pd_4.69  -24.99
Pd_4.7  -26.62
Pd_4.70  -24.56
Pd_4.71  -8.79
Pd_47.47  -48.15
Pd_47.48  -48.82
Pd_47.50  -46.41
Pd_47.51  -43.30
Pd_47.52  -54.95
Pd_47.53  -52.02
Pd_47.54  -41.28
Pd_47.55  -50.33
Pd_47.56  -46.94
Pd_47.57  -44.60
Pd_47.58  -58.35
Pd_47.59  -46.42
Pd_47.60  -44.62
Pd_47.61  -49.74
Pd_47.62  -46.66
Pd_47.63  -47.23
Pd_47.64  -45.27
Pd_47.65  -46.80
Pd_47.66  -50.80
Pd_47.68  -45.13
Pd_47.69  -46.01
Pd_47.70  -45.94
Pd_47.71  -22.23
Pd_4.8  -10.80
Pd_48.48  -46.57
Pd_48.49  -48.17
Pd_48.50  -45.80
Pd_48.51  -43.31
Pd_48.52  -45.07
Pd_48.53  -45.83
Pd_48.54  -43.34
Pd_48.55  -44.69
Pd_48.56  -45.32
Pd_48.57  -44.62
Pd_48.58  -45.33
Pd_48.59  -46.09
Pd_48.60  -44.41
Pd_48.61  -45.82
Pd_48.62  -46.69
Pd_48.63  -47.11
Pd_48.64  -46.59
Pd_48.65  -46.59
Pd_48.66  -43.23
Pd_48.67  -47.21
Pd_48.68  -45.67
Pd_48.69  -46.40
Pd_48.70  -46.60
Pd_48.71  -26.08
Pd_4.9  -24.95
Pd_49.49  -49.72
Pd_49.50  -45.78
Pd_49.51  -47.22
Pd_49.52  -44.63
Pd_49.53  -43.74
Pd_49.54  -45.46
Pd_49.55  -43.17
Pd_49.56  -43.92
Pd_49.57  -45.22
Pd_49.58  -45.75
Pd_49.59  -43.60
Pd_49.60  -44.86
Pd_49.61  -44.10
Pd_49.62  -44.47
Pd_49.63  -47.20
Pd_49.64  -47.48
Pd_49.65  -47.85
Pd_49.66  -44.00
Pd_49.67  -48.13
Pd_49.68  -43.93
Pd_49.69  -44.70
Pd_49.70  -47.03
Pd_49.71  -26.14
Pd_50.50  -38.48
Pd_50.51  -36.82
Pd_50.52  -37.61
Pd_50.53  -37.22
Pd_50.54  -36.44
Pd_50.55  -37.43
Pd_50.56  -37.58
Pd_50.57  -39.38
Pd_50.58  -38.13
Pd_50.59  -38.34
Pd_50.60  -40.27
Pd_50.61  -37.83
Pd_50.62  -38.92
Pd_50.63  -39.90
Pd_50.64  -41.59
Pd_50.65  -42.26
Pd_50.66  -34.46
Pd_50.67  -40.67
Pd_50.68  -37.75
Pd_50.69  -39.07
Pd_50.71  -17.66
Pd_5.10  -36.42
Pd_5.11  -32.00
Pd_5.12  -35.40
Pd_5.13  -31.57
Pd_5.14  -23.47
Pd_5.15  -32.51
Pd_51.52  -36.84
Pd_51.53  -36.23
Pd_51.54  -34.59
Pd_51.55  -35.70
Pd_51.56  -37.64
Pd_51.57  -38.86
Pd_51.58  -38.26
Pd_51.59  -37.98
Pd_5.16  -22.29
Pd_51.60  -37.74
Pd_51.61  -38.35
Pd_51.62  -38.65
Pd_51.63  -38.89
Pd_51.64  -43.88
Pd_51.65  -46.49
Pd_51.66  -33.24
Pd_51.68  -37.48
Pd_51.69  -38.86
Pd_5.17  -35.37
Pd_51.70  -42.42
Pd_51.71  -16.39
Pd_5.18  -26.94
Pd_5.19  -34.85
Pd_5.20  -32.97
Pd_5.21  -30.64
Pd_5.22  -21.16
Pd_5.23  -17.55
Pd_5.24  -29.85
Pd_5.25  -30.88
Pd_52.52  -36.03
Pd_52.53  -36.46
Pd_52.54  -35.14
Pd_52.55  -35.99
Pd_52.56  -36.77
Pd_52.57  -38.45
Pd_52.58  -38.01
Pd_52.59  -38.33
Pd_5.26  -31.01
Pd_52.60  -38.73
Pd_52.61  -37.90
Pd_52.62  -38.91
Pd_52.63  -38.96
Pd_52.64  -40.12
Pd_52.65  -40.56
Pd_52.66  -33.41
Pd_52.67  -37.42
Pd_52.68  -36.99
Pd_52.69  -37.89
Pd_5.27  -32.43
Pd_52.70  -43.06
Pd_52.71  -17.22
Pd_5.28  -22.24
Pd_5.29  -42.29
Pd_5.30  -18.72
Pd_5.31  -31.41
Pd_5.32  -35.67
Pd_5.33  -37.80
Pd_5.34  -39.03
Pd_5.35  -29.61
Pd_53.53  -36.82
Pd_53.54  -35.49
Pd_53.55  -36.91
Pd_53.56  -37.94
Pd_53.57  -38.82
Pd_53.58  -38.48
Pd_53.59  -37.83
Pd_5.36  -37.41
Pd_53.60  -39.70
Pd_53.61  -38.16
Pd_53.62  -38.16
Pd_53.63  -39.39
Pd_53.64  -41.15
Pd_53.65  -41.08
Pd_53.66  -33.94
Pd_53.67  -37.80
Pd_53.68  -37.68
Pd_53.69  -38.26
Pd_5.37  -34.05
Pd_53.70  -44.08
Pd_53.71  -17.64
Pd_5.38  -32.45
Pd_5.39  -39.88
Pd_5.40  -40.61
Pd_5.41  -37.10
Pd_5.42  -41.87
Pd_5.43  -31.67
Pd_5.44  -32.40
Pd_5.45  -34.60
Pd_54.54  -34.88
Pd_54.55  -36.09
Pd_54.56  -36.79
Pd_54.57  -40.43
Pd_54.58  -36.25
Pd_54.59  -37.47
Pd_5.46  -41.60
Pd_54.60  -37.87
Pd_54.61  -37.21
Pd_54.62  -37.78
Pd_54.63  -38.98
Pd_54.64  -41.65
Pd_54.65  -42.08
Pd_54.66  -32.92
Pd_54.68  -39.04
Pd_54.69  -38.41
Pd_5.47  -42.56
Pd_54.70  -39.68
Pd_54.71  -16.31
Pd_5.48  -37.51
Pd_5.49  -40.95
Pd_5.5  -29.13
Pd_5.50  -29.87
Pd_5.51  -29.74
Pd_5.52  -30.86
Pd_5.53  -31.42
Pd_5.54  -26.58
Pd_5.55  -31.63
Pd_55.55  -36.32
Pd_55.56  -36.67
Pd_55.57  -38.17
Pd_55.58  -37.36
Pd_55.59  -37.40
Pd_5.56  -32.06
Pd_55.60  -39.55
Pd_55.61  -36.92
Pd_55.62  -38.49
Pd_55.63  -39.68
Pd_55.64  -40.03
Pd_55.65  -40.46
Pd_55.66  -33.43
Pd_55.67  -37.40
Pd_55.68  -36.31
Pd_55.69  -38.05
Pd_5.57  -31.37
Pd_55.70  -39.15
Pd_55.71  -17.32
Pd_5.58  -30.33
Pd_5.59  -28.40
Pd_5.6  -37.11
Pd_5.60  -33.13
Pd_5.61  -31.55
Pd_5.62  -30.76
Pd_5.63  -32.33
Pd_5.64  -31.50
Pd_5.65  -31.58
Pd_56.56  -38.22
Pd_56.57  -39.24
Pd_56.58  -38.02
Pd_56.59  -38.29
Pd_5.66  -29.95
Pd_56.60  -40.47
Pd_56.61  -38.02
Pd_56.62  -38.58
Pd_56.63  -40.55
Pd_56.64  -41.08
Pd_56.65  -42.00
Pd_56.66  -34.32
Pd_56.67  -37.01
Pd_56.68  -38.19
Pd_56.69  -38.90
Pd_5.67  -33.49
Pd_56.70  -39.40
Pd_56.71  -17.75
Pd_5.68  -29.65
Pd_5.69  -30.71
Pd_5.7  -32.82
Pd_5.70  -33.28
Pd_5.71  -16.48
Pd_57.57  -40.79
Pd_57.58  -40.18
Pd_57.59  -39.94
Pd_57.60  -41.79
Pd_57.61  -39.40
Pd_57.62  -40.34
Pd_57.63  -42.59
Pd_57.64  -42.77
Pd_57.65  -43.56
Pd_57.66  -37.59
Pd_57.67  -43.62
Pd_57.68  -39.40
Pd_57.69  -41.19
Pd_57.70  -41.71
Pd_57.71  -18.15
Pd_5.8  -20.39
Pd_58.58  -39.38
Pd_58.59  -38.78
Pd_58.60  -38.71
Pd_58.61  -38.19
Pd_58.62  -39.33
Pd_58.63  -40.27
Pd_58.64  -41.63
Pd_58.65  -41.98
Pd_58.66  -34.90
Pd_58.67  -43.29
Pd_58.68  -38.50
Pd_58.69  -39.15
Pd_58.70  -40.02
Pd_58.71  -17.61
Pd_5.9  -32.54
Pd_59.59  -39.65
Pd_59.60  -40.64
Pd_59.61  -40.00
Pd_59.62  -39.34
Pd_59.63  -40.51
Pd_59.64  -42.00
Pd_59.65  -42.51
Pd_59.66  -35.01
Pd_59.67  -42.79
Pd_59.68  -38.94
Pd_59.69  -39.70
Pd_59.70  -40.63
Pd_59.71  -17.92
Pd_60.60  -44.50
Pd_60.61  -41.55
Pd_60.62  -40.79
Pd_60.63  -41.21
Pd_60.64  -41.99
Pd_60.65  -42.25
Pd_60.66  -35.80
Pd_60.67  -37.91
Pd_60.68  -39.59
Pd_60.69  -41.59
Pd_60.70  -40.68
Pd_60.71  -15.96
Pd_6.10  -33.56
Pd_6.11  -36.20
Pd_6.12  -31.98
Pd_6.13  -31.52
Pd_6.14  -25.74
Pd_6.15  -22.94
Pd_6.16  -21.24
Pd_61.61  -40.21
Pd_61.62  -39.04
Pd_61.63  -40.64
Pd_61.64  -42.21
Pd_61.65  -41.90
Pd_61.66  -35.44
Pd_61.67  -38.84
Pd_61.68  -38.71
Pd_61.69  -38.96
Pd_6.17  -33.55
Pd_61.70  -39.56
Pd_61.71  -18.66
Pd_6.18  -29.44
Pd_6.19  -35.15
Pd_6.20  -34.88
Pd_6.21  -28.12
Pd_6.22  -19.61
Pd_6.23  -19.98
Pd_6.24  -29.70
Pd_6.25  -28.29
Pd_6.26  -29.06
Pd_62.62  -40.57
Pd_62.63  -41.74
Pd_62.64  -42.28
Pd_62.65  -42.69
Pd_62.66  -35.41
Pd_62.67  -37.16
Pd_62.68  -39.08
Pd_62.69  -40.25
Pd_6.27  -43.91
Pd_62.70  -40.56
Pd_62.71  -18.24
Pd_6.28  -24.08
Pd_6.29  -35.47
Pd_6.30  -20.72
Pd_6.31  -36.20
Pd_6.32  -38.69
Pd_6.33  -38.88
Pd_6.34  -39.93
Pd_6.35  -31.33
Pd_6.36  -44.06
Pd_63.63  -41.44
Pd_63.64  -43.59
Pd_63.65  -44.13
Pd_63.66  -36.48
Pd_63.67  -46.41
Pd_63.68  -40.88
Pd_63.69  -41.49
Pd_6.37  -38.34
Pd_63.70  -43.33
Pd_63.71  -18.68
Pd_6.38  -39.88
Pd_6.39  -44.27
Pd_6.40  -41.95
Pd_6.41  -33.43
Pd_6.42  -46.24
Pd_6.43  -36.11
Pd_6.44  -34.29
Pd_6.45  -40.12
Pd_6.46  -42.02
Pd_64.64  -44.71
Pd_64.65  -45.23
Pd_64.66  -38.85
Pd_64.67  -39.87
Pd_64.68  -42.24
Pd_64.69  -42.25
Pd_6.47  -45.04
Pd_64.70  -44.19
Pd_64.71  -19.24
Pd_6.48  -36.89
Pd_6.49  -40.95
Pd_6.50  -36.21
Pd_6.51  -35.92
Pd_6.52  -35.05
Pd_6.53  -36.04
Pd_6.54  -35.95
Pd_6.55  -34.83
Pd_6.56  -35.65
Pd_65.65  -45.09
Pd_65.66  -39.28
Pd_65.67  -40.39
Pd_65.68  -42.07
Pd_65.69  -43.70
Pd_6.57  -34.09
Pd_65.70  -44.27
Pd_65.71  -19.50
Pd_6.58  -36.42
Pd_6.59  -36.43
Pd_6.6  -33.44
Pd_6.60  -33.10
Pd_6.61  -35.89
Pd_6.62  -35.62
Pd_6.63  -37.92
Pd_6.64  -32.75
Pd_6.65  -36.13
Pd_6.66  -32.64
Pd_66.66  -30.08
Pd_66.67  -30.81
Pd_66.68  -35.86
Pd_66.69  -36.21
Pd_6.67  -36.18
Pd_66.70  -36.48
Pd_66.71  -14.21
Pd_6.68  -33.06
Pd_6.69  -36.57
Pd_6.7  -34.30
Pd_6.70  -35.11
Pd_6.71  -19.42
Pd_67.69  -43.66
Pd_67.70  -42.87
Pd_67.71  -14.19
Pd_6.8  -25.36
Pd_68.68  -37.09
Pd_68.69  -40.16
Pd_68.70  -40.43
Pd_68.71  -16.65
Pd_6.9  -31.27
Pd_69.69  -40.22
Pd_69.70  -40.63
Pd_69.71  -18.11
Pd_70.70  -43.61
Pd_70.71  -17.66
Pd_7.10  -36.18
Pd_7.11  -34.52
Pd_7.12  -36.64
Pd_7.13  -34.51
Pd_7.14  -37.06
Pd_7.15  -40.06
Pd_7.16  -27.46
Pd_7.17  -43.19
Pd_71.71  -7.92
Pd_7.18  -34.60
Pd_7.19  -43.01
Pd_7.20  -38.64
Pd_7.21  -36.38
Pd_7.22  -20.42
Pd_7.23  -30.67
Pd_7.24  -27.09
Pd_7.25  -36.27
Pd_7.26  -22.36
Pd_7.27  -39.71
Pd_7.28  -34.34
Pd_7.29  -43.34
Pd_7.30  -30.53
Pd_7.31  -36.64
Pd_7.32  -42.44
Pd_7.33  -44.97
Pd_7.34  -43.15
Pd_7.35  -37.00
Pd_7.36  -38.10
Pd_7.37  -42.98
Pd_7.38  -46.81
Pd_7.39  -46.14
Pd_7.40  -45.07
Pd_7.41  -36.79
Pd_7.42  -47.33
Pd_7.43  -40.76
Pd_7.44  -38.41
Pd_7.45  -44.97
Pd_7.46  -43.27
Pd_7.47  -42.46
Pd_7.48  -44.73
Pd_7.49  -44.12
Pd_7.50  -38.96
Pd_7.51  -41.02
Pd_7.52  -37.50
Pd_7.53  -38.40
Pd_7.54  -47.37
Pd_7.55  -36.67
Pd_7.56  -39.48
Pd_7.57  -41.13
Pd_7.58  -35.32
Pd_7.59  -41.69
Pd_7.60  -37.51
Pd_7.61  -43.46
Pd_7.62  -41.42
Pd_7.63  -42.83
Pd_7.64  -38.30
Pd_7.65  -41.09
Pd_7.66  -44.03
Pd_7.67  -41.53
Pd_7.68  -40.01
Pd_7.69  -38.86
Pd_7.7  -36.16
Pd_7.70  -45.15
Pd_7.71  -24.40
Pd_7.8  -17.18
Pd_7.9  -35.60
Pd_8.10  -22.54
Pd_8.11  -12.33
Pd_8.12  -20.05
Pd_8.13  -30.29
Pd_8.14  -33.27
Pd_8.15  -16.11
Pd_8.16  -1.64
Pd_8.17  -24.98
Pd_8.18  -14.02
Pd_8.19  -40.51
Pd_8.20  -12.72
Pd_8.21  -14.25
Pd_8.22  -9.11
Pd_8.23  -12.15
Pd_8.24  -19.93
Pd_8.25  -17.53
Pd_8.26  -11.44
Pd_8.27  -30.79
Pd_8.28  -12.11
Pd_8.29  -36.58
Pd_8.30  -30.25
Pd_8.31  -26.53
Pd_8.32  -33.52
Pd_8.33  -32.24
Pd_8.34  -34.57
Pd_8.35  -26.19
Pd_8.36  -40.64
Pd_8.37  -30.35
Pd_8.38  -32.74
Pd_8.39  -41.00
Pd_8.40  -37.45
Pd_8.41  -22.68
Pd_8.42  -34.16
Pd_8.43  -34.03
Pd_8.44  -31.83
Pd_8.45  -29.43
Pd_8.46  -31.60
Pd_8.47  -33.30
Pd_8.48  -36.78
Pd_8.49  -36.61
Pd_8.50  -26.03
Pd_8.51  -30.92
Pd_8.52  -30.20
Pd_8.53  -20.02
Pd_8.54  -19.67
Pd_8.55  -22.21
Pd_8.56  -29.65
Pd_8.57  -27.81
Pd_8.58  -25.98
Pd_8.59  -21.77
Pd_8.60  -30.10
Pd_8.61  -33.16
Pd_8.62  -33.35
Pd_8.63  -30.19
Pd_8.64  -31.32
Pd_8.65  -21.23
Pd_8.66  -19.40
Pd_8.67  -32.99
Pd_8.68  -27.95
Pd_8.69  -30.95
Pd_8.70  -31.70
Pd_8.71  -21.25
Pd_8.8  10.49
Pd_8.9  -20.13
Pd_9.10  -31.74
Pd_9.11  -30.19
Pd_9.12  -33.51
Pd_9.13  -33.34
Pd_9.14  -29.78
Pd_9.15  -27.58
Pd_9.16  -25.26
Pd_9.17  -39.17
Pd_9.18  -30.53
Pd_9.19  -36.39
Pd_9.20  -35.50
Pd_9.21  -33.98
Pd_9.22  -19.79
Pd_9.23  -9.00
Pd_9.24  -33.11
Pd_9.25  -32.11
Pd_9.26  -31.25
Pd_9.27  -34.17
Pd_9.28  -28.20
Pd_9.29  -43.20
Pd_9.30  -26.21
Pd_9.31  -37.23
Pd_9.32  -36.95
Pd_9.33  -44.23
Pd_9.34  -41.56
Pd_9.35  -30.68
Pd_9.36  -40.06
Pd_9.37  -40.97
Pd_9.38  -40.87
Pd_9.39  -41.61
Pd_9.40  -43.89
Pd_9.41  -39.06
Pd_9.42  -44.18
Pd_9.43  -38.80
Pd_9.44  -41.24
Pd_9.45  -36.67
Pd_9.46  -40.62
Pd_9.47  -46.46
Pd_9.48  -41.28
Pd_9.49  -40.30
Pd_9.50  -34.82
Pd_9.51  -35.15
Pd_9.52  -33.88
Pd_9.53  -33.90
Pd_9.54  -35.07
Pd_9.55  -32.20
Pd_9.56  -34.21
Pd_9.57  -34.80
Pd_9.58  -35.34
Pd_9.59  -32.65
Pd_9.60  -36.82
Pd_9.61  -33.96
Pd_9.62  -36.29
Pd_9.63  -34.75
Pd_9.64  -36.55
Pd_9.65  -34.88
Pd_9.66  -35.94
Pd_9.67  -37.88
Pd_9.68  -33.91
Pd_9.69  -33.61
Pd_9.70  -37.95
Pd_9.71  -21.25
Pd_9.9  -35.44
Pt_0.0  -24.62
Pt_0.12  -31.73
Pt_0.13  -30.38
Pt_0.17  -34.8839
Pt_0.18  -27.6545
Pt_0.22  -31.1006
Pt_0.23  -25.0455
Pt_0.24  -29.5812
Pt_0.25  -30.71
Pt_0.26  -30.73
Pt_0.27  -32.17
Pt_0.28  -28.4368
Pt_0.3  -30.0106
Pt_0.30  -18.0737
Pt_0.31  -22.9062
Pt_0.4  -18.5949
Pt_0.43  -33.3833
Pt_0.44  -34.2113
Pt_0.66  -30.18
Pt_0.70  -31.6595
Pt_0.71  -21.4742
Pt_0.9  -31.11
Pt_10.10  -40.46
Pt_10.11  -42.22
Pt_10.13  -42.74
Pt_10.14  -40.92
Pt_10.19  -43.46
Pt_10.21  -39.43
Pt_10.23  -25.5911
Pt_10.24  -40.96
Pt_10.25  -40.43
Pt_10.26  -43.02
Pt_10.27  -42.88
Pt_10.50  -45.10
Pt_10.54  -45.23
Pt_10.55  -44.59
Pt_10.56  -45.07
Pt_10.59  -46.57
Pt_10.60  -44.11
Pt_10.66  -43.81
Pt_10.70  -45.03
Pt_1.1  -27.39
Pt_1.10  -32.16
Pt_1.11  -32.52
Pt_11.11  -40.90
Pt_11.13  -40.71
Pt_11.14  -39.41
Pt_11.15  -36.54
Pt_11.19  -42.52
Pt_11.21  -39.09
Pt_11.23  -24.5596
Pt_11.24  -31.61
Pt_11.25  -39.91
Pt_11.26  -37.79
Pt_11.27  -41.66
Pt_1.13  -32.59
Pt_11.35  -39.85
Pt_11.46  -43.27
Pt_11.49  -45.39
Pt_1.15  -26.75
Pt_11.50  -44.13
Pt_11.51  -42.10
Pt_11.52  -43.85
Pt_11.53  -44.16
Pt_11.54  -42.47
Pt_11.55  -43.09
Pt_11.56  -43.29
Pt_11.59  -44.35
Pt_1.16  -23.4996
Pt_11.60  -42.80
Pt_11.61  -44.71
Pt_11.64  -44.27
Pt_11.65  -45.65
Pt_11.66  -41.93
Pt_11.69  -42.91
Pt_1.19  -35.25
Pt_1.20  -34.46
Pt_1.21  -31.36
Pt_12.14  -40.14
Pt_12.15  -34.92
Pt_12.17  -40.82
Pt_12.19  -44.12
Pt_1.22  -15.8796
Pt_12.20  -41.67
Pt_12.21  -38.07
Pt_12.22  -24.8355
Pt_12.23  -23.66
Pt_12.24  -35.08
Pt_12.25  -39.95
Pt_1.23  -39.6658
Pt_12.32  -46.71
Pt_12.33  -45.86
Pt_12.34  -47.54
Pt_12.35  -39.95
Pt_1.24  -34.25
Pt_12.49  -46.40
Pt_1.25  -32.3826
Pt_12.50  -44.54
Pt_12.51  -43.63
Pt_12.52  -43.52
Pt_12.53  -43.53
Pt_12.54  -42.74
Pt_12.55  -43.35
Pt_12.56  -44.75
Pt_12.57  -44.35
Pt_12.58  -43.72
Pt_12.59  -44.75
Pt_12.60  -44.15
Pt_12.61  -45.16
Pt_12.62  -44.04
Pt_12.63  -45.29
Pt_12.64  -44.72
Pt_12.65  -46.12
Pt_12.66  -43.36
Pt_12.68  -43.73
Pt_12.69  -43.31
Pt_1.27  -32.28
Pt_12.70  -43.30
Pt_12.71  -29.33
Pt_1.30  -21.3938
Pt_13.13  -40.62
Pt_13.14  -41.92
Pt_13.15  -36.57
Pt_13.19  -43.35
Pt_13.20  -38.23
Pt_13.21  -38.67
Pt_13.23  -21.8666
Pt_13.24  -36.18
Pt_13.25  -40.59
Pt_13.26  -39.30
Pt_13.27  -42.78
Pt_13.34  -48.04
Pt_13.49  -45.68
Pt_13.50  -44.83
Pt_13.51  -43.96
Pt_13.52  -45.39
Pt_13.53  -45.71
Pt_13.54  -43.96
Pt_13.55  -44.39
Pt_13.56  -45.93
Pt_13.57  -44.72
Pt_13.58  -44.75
Pt_13.60  -43.96
Pt_13.61  -44.76
Pt_13.62  -45.13
Pt_13.66  -43.52
Pt_13.69  -44.55
Pt_13.70  -44.30
Pt_13.71  -29.75
Pt_1.4  -18.65
Pt_1.41  -36.3839
Pt_14.14  -40.64
Pt_14.15  -33.03
Pt_14.19  -44.53
Pt_14.20  -40.21
Pt_14.21  -38.31
Pt_14.22  -21.25
Pt_14.23  -24.8713
Pt_14.24  -42.29
Pt_14.25  -40.69
Pt_14.26  -39.40
Pt_1.43  -35.5953
Pt_14.32  -46.25
Pt_14.38  -47.02
Pt_14.47  -41.44
Pt_14.49  -47.10
Pt_14.50  -45.10
Pt_14.51  -44.71
Pt_14.52  -45.38
Pt_14.54  -43.63
Pt_14.55  -45.30
Pt_14.56  -44.53
Pt_14.57  -44.54
Pt_14.58  -44.77
Pt_14.59  -45.84
Pt_14.60  -44.63
Pt_14.61  -44.37
Pt_14.62  -44.90
Pt_14.64  -45.22
Pt_14.65  -47.39
Pt_14.66  -51.63
Pt_14.68  -46.25
Pt_14.70  -44.19
Pt_14.71  -29.74
Pt_1.50  -32.42
Pt_1.51  -32.45
Pt_15.15  -34.07
Pt_15.18  -32.2321
Pt_15.19  -35.86
Pt_1.52  -32.71
Pt_15.22  -27.0542
Pt_15.24  -32.84
Pt_15.25  -29.61
Pt_15.26  -33.30
Pt_15.27  -43.20
